"TRI On-site and Off-site Reported Disposed of or Otherwise Released (in pounds), top 100  facilities (of 383) for  facilities in All Industries, for  All chemicals,   Los Angeles County, California, 2015"
"Row #","Facility","Latitude","Longitude","Underground","RCRA Subtitle","Other On-Site","Sub Total","Fugitive Air","Point Source","Surface Water","Underground","Land Treatment","RCRA Subtitle","Other Surface","Other Land","Sub Total","Total On-site","Underground","RCRA Subtitle","Other Landfills","Sub Total","Storage Only","Solidification","Wastewater","POTWs (Metal","Underground","RCRA Subtitle","Other Surface","Land Treatment","Other Land","Other Off-site","Waste Broker","Unknown","Sub Total","Total Off-site","Total On- and "
" "," "," "," ","Injection","C Landfills","Landfills","","Emissions","Air Emissions","Discharges","Injection","","C Surface","Impoundments","Disposal","","Disposal or","Injection to","C Landfills","","","","/Stabilization","Treatment-","and Metal","Injection","C Surface","Impoundments","","Disposal","Management","","","","Disposal or","Off-site"
" "," "," "," ","Class I Wells","","","","","","","Class II-V Wells","","Impoundments","","","","Other Releases","to Class I","","","","","(metals only)","Metals Only","Compounds)","Class II-V Wells","Impoundments","","","","","","","","Other Releases","Disposal or"
" "," "," "," ","","","","","","","","Wells","","","","","","","","","","","","","","","Wells","","","","","","","","","","Other Releases"
" ","1,2,4-TRIMETHYLBENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           1,700.0000000","             680.0000000","             110.0000000","                .0000000","                .0000000","                .0000000","                .0000000","               7.0000000","           2,497.0000000","           2,497.0000000",".","             153.0000000","              16.0000000","             169.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","             169.0000000","           2,666.0000000"
" ","1,3-BUTADIENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              24.0000000","              12.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              36.0000000","              36.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              36.0000000"
" ","2,4-DIMETHYLPHENOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               3.0000000","               2.0000000","              18.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              23.0000000","              23.0000000",".","              23.0000000","              43.0000000","              66.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              66.0000000","              89.0000000"
" ","AMMONIA"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             170.0000000","         150,000.0000000","           9,100.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","         159,270.0000000","         159,270.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","         159,270.0000000"
" ","BENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             710.0000000","             820.0000000","               6.0000000","                .0000000","                .0000000","                .0000000","                .0000000","             140.0000000","           1,676.0000000","           1,676.0000000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000","           1,676.0000000"
" ","BENZO(G,H,I)PERYLENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .2000000","              19.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              19.2000000","              19.2000000",".","              24.7000000","              49.3000000","              74.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              74.0000000","              93.2000000"
" ","CARBON DISULFIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,700.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,700.0000000","           1,700.0000000",".",".","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000","           1,700.0000000"
" ","CARBONYL SULFIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           2,100.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           2,100.0000000","           2,100.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           2,100.0000000"
" ","CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               3.0000000","              75.0000000","              12.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              90.0000000","              90.0000000",".","             297.0000000","             411.0000000","             708.0000000",".",".",".","               5.0000000",".",".",".",".",".",".","              26.0000000",".","              31.0000000","             739.0000000","             829.0000000"
" ","COPPER COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               3.0000000","              67.0000000","              75.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             145.0000000","             145.0000000",".","           2,970.0000000","          23,420.0000000","          26,390.0000000",".",".",".","              15.0000000",".",".",".",".",".",".","              18.0000000",".","              33.0000000","          26,423.0000000","          26,568.0000000"
" ","CRESOL (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              10.0000000","               8.0000000","              13.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              31.0000000","              31.0000000",".","                .0000000","              22.0000000","              22.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              22.0000000","              53.0000000"
" ","CYANIDE COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             280.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             280.0000000","             280.0000000",".","                .0000000",".","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000","             280.0000000"
" ","CYCLOHEXANE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             260.0000000","             280.0000000","               4.0000000","                .0000000","                .0000000","                .0000000","                .0000000","              17.0000000","             561.0000000","             561.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             561.0000000"
" ","DIETHANOLAMINE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              71.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              71.0000000","              71.0000000",".",".","           8,200.0000000","           8,200.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","           8,200.0000000","           8,271.0000000"
" ","DIOXIN AND DIOXIN-LIKE COMPOUNDS"," "," ","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**"," ","ETHYLBENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           1,000.0000000","           1,000.0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","              18.0000000","           2,023.0000000","           2,023.0000000",".","               4.0000000","               8.0000000","              12.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              12.0000000","           2,035.0000000"
" ","ETHYLENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             880.0000000","             150.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,030.0000000","           1,030.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,030.0000000"
" ","HYDROCHLORIC ACID (1995 AND AFTER ACID AEROSOLS ONLY)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           2,600.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           2,600.0000000","           2,600.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           2,600.0000000"
" ","HYDROGEN CYANIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           3,000.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           3,000.0000000","           3,000.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           3,000.0000000"
" ","HYDROGEN SULFIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             410.0000000","          28,000.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          28,410.0000000","          28,410.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          28,410.0000000"
" ","ISOPRENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               9.0000000","               4.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.0000000","              15.0000000","              15.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              15.0000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.5000000","              29.9000000","               6.2000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              37.6000000","              37.6000000",".","             296.1000000","           2,348.2000000","           2,644.3000000",".",".",".","               3.7000000",".",".",".",".",".",".","              16.3000000",".","              20.0000000","           2,664.3000000","           2,701.9000000"
" ","MERCURY COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","              13.6000000","                .4000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              15.0000000","              15.0000000",".","               3.7000000","              13.1000000","              16.8000000",".",".",".","                .0000000",".",".",".",".",".",".","               8.2000000",".","               8.2000000","              25.0000000","              40.0000000"
" ","METHANOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          18,000.0000000","               7.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          18,007.0000000","          18,007.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          18,007.0000000"
" ","MOLYBDENUM TRIOXIDE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".","               1.0000000","             627.0000000","             628.0000000",".",".",".",".",".",".",".",".",".",".","                .0000000",".","                .0000000","             628.0000000","             633.0000000"
" ","N-HEXANE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           1,000.0000000","           1,400.0000000","               4.0000000","                .0000000","                .0000000","                .0000000","                .0000000","              89.0000000","           2,493.0000000","           2,493.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           2,493.0000000"
" ","NAPHTHALENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             210.0000000","             210.0000000","               2.0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.0000000","             423.0000000","             423.0000000",".","              63.0000000","               3.0000000","              66.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              66.0000000","             489.0000000"
" ","NICKEL COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              10.0000000","             120.0000000","             170.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             300.0000000","             300.0000000",".","             431.0000000","          52,603.0000000","          53,034.0000000",".",".",".","              15.0000000",".",".",".",".",".",".","               4.0000000",".","              19.0000000","          53,053.0000000","          53,353.0000000"
" ","NITRATE COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","         500,000.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","         500,000.0000000","         500,000.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","         500,000.0000000"
" ","PHENOL"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               4.0000000","             150.0000000","              14.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             168.0000000","             168.0000000",".","              15.0000000","              12.0000000","              27.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              27.0000000","             195.0000000"
" ","POLYCYCLIC AROMATIC COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .2000000","               7.5000000","              66.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              73.7000000","              73.7000000",".","             206.9000000","             376.7000000","             583.6000000",".",".",".",".",".",".",".",".",".",".",".",".",".","             583.6000000","             657.3000000"
" ","PROPYLENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           2,300.0000000","           5,700.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               8.0000000","           8,008.0000000","           8,008.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           8,008.0000000"
" ","SULFURIC ACID (1994 AND AFTER ACID AEROSOLS ONLY)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             310.0000000","          26,000.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          26,310.0000000","          26,310.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          26,310.0000000"
" ","TETRACHLOROETHYLENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              70.0000000","               6.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              76.0000000","              76.0000000",".","               1.0000000","                .0000000","               1.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","               1.0000000","              77.0000000"
" ","TOLUENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           2,200.0000000","           2,200.0000000","               6.0000000","                .0000000","                .0000000","                .0000000","                .0000000","             170.0000000","           4,576.0000000","           4,576.0000000",".","               4.0000000","              69.0000000","              73.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              73.0000000","           4,649.0000000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","           5,200.0000000","           3,200.0000000","              30.0000000","                .0000000","                .0000000","                .0000000","                .0000000","              80.0000000","           8,510.0000000","           8,510.0000000",".","              34.0000000","              15.0000000","              49.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".","              49.0000000","           8,559.0000000"
"89","CHEVRON VAN NUYS TERMINAL.15359 OXNARD ST, VAN NUYS CALIFORNIA 91411 (LOS ANGELES)","              34.179","            -118.468","                .0000000","                .0000000","                .0000000","                .0000000","           1,075.0000000","               7.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","           1,082.0000000","           1,082.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","           1,082.0000000"
" ","1,2,4-TRIMETHYLBENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             120.0000000","               2.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             122.0000000","             122.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             122.0000000"
" ","BENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              85.0000000","               1.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              86.0000000","              86.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              86.0000000"
" ","ETHYLBENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              45.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              45.0000000","              45.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              45.0000000"
" ","N-HEXANE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             320.0000000","               2.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             322.0000000","             322.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             322.0000000"
" ","NAPHTHALENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               5.0000000"
" ","TOLUENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             250.0000000","               1.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             251.0000000","             251.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             251.0000000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","             250.0000000","               1.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             251.0000000","             251.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             251.0000000"
"90","CHROMAL PLATING CO.1748 WORKMAN STREET, LOS ANGELES CALIFORNIA 90031 (LOS ANGELES)","              34.063","            -118.214","                .0000000","                .0000000","                .0000000","                .0000000","               1.4000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.4000000","               1.4000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","               1.4000000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               1.4000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               1.4000000","               1.4000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","               1.4000000"
"91","CIRCUIT MANUFACTURING INC.9535 OWENSMOUTH AVE, CHATSWORTH CALIFORNIA 91311 (LOS ANGELES)","              34.244","            -118.602","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".","               5.0000000",".",".",".",".",".",".",".",".","               5.0000000","               5.0000000","               5.0000000"
" ","COPPER COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".","               5.0000000",".",".",".",".",".",".",".",".","               5.0000000","               5.0000000","               5.0000000"
"92","CIRCUIT SERVICES LLC.18634 PARTHENIA ST, NORTHRIDGE CALIFORNIA 91324 (LOS ANGELES)","              34.228","            -118.540","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".","                .5400000",".",".",".",".",".",".",".",".","                .5400000","                .5400000","                .5400000"
" ","LEAD"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".","                .5400000",".",".",".",".",".",".",".",".","                .5400000","                .5400000","                .5400000"
"93","CLOUGHERTY PACKING LLC.3049 E VERNON AVE, LOS ANGELES CALIFORNIA 90058 (LOS ANGELES)","              34.007","            -118.219","                .0000000","                .0000000","                .0000000","                .0000000","          23,000.0000000","           7,700.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          30,700.0000000","          30,700.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          30,700.0000000"
" ","AMMONIA"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","          23,000.0000000","           7,700.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","          30,700.0000000","          30,700.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","          30,700.0000000"
" ","NITRIC ACID"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
"94","COMMERCE REFUSE-TO-ENERGY FACILITY.5926 SHEILA STREET, COMMERCE CALIFORNIA 90040 (LOS ANGELES)","              33.995","            -118.154","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               6.5335777","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               6.5335777","               6.5335777",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","               6.5335777"
" ","BARIUM"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","                .0000000"
" ","COPPER"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .0000000"
" ","DIOXIN AND DIOXIN-LIKE COMPOUNDS"," "," ","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**","**"," ","LEAD"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .9000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .9000000","                .9000000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","                .9000000"
" ","MERCURY"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.6300000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.6300000","               5.6300000",".",".",".",".",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","                .0000000","               5.6300000"
"95","CONCORDE/INTERSPACE BATTERY CORP.2009 SAN BERNARDINO ROAD, WEST COVINA CALIFORNIA 91790 (LOS ANGELES)","              34.090","            -117.945","                .0000000","                .0000000","                .0000000","                .0000000","                .6500000","                .9720000","                .4600000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.0820000","               2.0820000",".","           3,165.0000000",".","           3,165.0000000",".",".",".","               6.0200000",".",".",".",".",".",".",".",".","               6.0200000","           3,171.0200000","           3,173.1020000"
" ","LEAD COMPOUNDS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .6500000","                .9720000","                .4600000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               2.0820000","               2.0820000",".","           3,165.0000000",".","           3,165.0000000",".",".",".","               6.0200000",".",".",".",".",".",".",".",".","               6.0200000","           3,171.0200000","           3,173.1020000"
"96","CONSOLIDATED PRECISION PRODUCTS CORP.4200 W VALLEY BLVD, POMONA CALIFORNIA 91766 (LOS ANGELES)","              34.035","            -117.825","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","             250.1000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             255.1000000","             255.1000000",".","             566.2000000","             250.3000000","             816.5000000",".",".",".","                .3000000",".",".",".",".",".",".",".","             250.0000000","             250.3000000","           1,066.8000000","           1,321.9000000"
" ","DIISOCYANATES"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               5.0000000","               5.0000000",".",".","             250.0000000","             250.0000000",".",".",".",".",".",".",".",".",".",".",".","             250.0000000","             250.0000000","             500.0000000","             505.0000000"
" ","LEAD"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .1000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .1000000","                .1000000",".","             566.2000000","                .3000000","             566.5000000",".",".",".","                .3000000",".",".",".",".",".",".",".",".","                .3000000","             566.8000000","             566.9000000"
" ","TRIETHYLAMINE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             250.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             250.0000000","             250.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             250.0000000"
"97","COORSTEK INC.2051 E MAPLE AVE, EL SEGUNDO CALIFORNIA 90245 (LOS ANGELES)","              33.927","            -118.389","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".","             761.0000000",".","             761.0000000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","             761.0000000","             761.0000000"
" ","LEAD"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000",".","             761.0000000",".","             761.0000000",".","                .0000000","                .0000000","                .0000000",".",".",".",".",".",".",".",".","                .0000000","             761.0000000","             761.0000000"
"98","COSBY OIL CO INC.12902 E PARK ST, SANTA FE SPRINGS CALIFORNIA 90670 (LOS ANGELES)","              33.940","            -118.057","                .0000000","                .0000000","                .0000000","                .0000000","             134.9560000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","             134.9560000","             134.9560000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","             134.9560000"
" ","1,2,4-TRIMETHYLBENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              16.1880000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              16.1880000","              16.1880000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              16.1880000"
" ","BENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               9.9060000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               9.9060000","               9.9060000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               9.9060000"
" ","ETHYLBENZENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               9.8970000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               9.8970000","               9.8970000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               9.8970000"
" ","N-HEXANE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               6.9480000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               6.9480000","               6.9480000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               6.9480000"
" ","NAPHTHALENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","               3.1680000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               3.1680000","               3.1680000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               3.1680000"
" ","TOLUENE"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              44.4520000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              44.4520000","              44.4520000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              44.4520000"
" ","XYLENE (MIXED ISOMERS)"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","              44.3970000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","              44.3970000","              44.3970000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","              44.3970000"
"99","COSMETIC LABORATORIES OF AMERICA.20245 SUNBURST ST, CHATSWORTH CALIFORNIA 91311 (LOS ANGELES)","              34.235","            -118.575","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               4.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               4.0000000","               4.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               4.0000000"
" ","CERTAIN GLYCOL ETHERS"," "," ","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               4.0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","                .0000000","               4.0000000","               4.0000000",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","               4.0000000"
